id,cancion,artista,subestilo,pais,origen,genero,yt_channel_subscribers_log,channel_age_years,is_vevo,is_licensed_content,lastfm_artist_listeners,lastfm_artist_playcount,lastfm_plays_per_listener,lastfm_top_tag_score,lastfm_top10_listeners_mean,lastfm_similar_match_mean,territorio_top_1,territorio_top_2,n_territorios_top,career_stage,label_type,has_featuring,n_collaborators,release_month,duracion_total_s,tempo_bpm,energia_rms_mean,energia_rms_std,brillo_centroide_mean,brillo_centroide_std,ancho_banda_hz,caida_espectral_rolloff,tasa_cruces_cero,bailabilidad_essentia,complejidad_dinamica_essentia,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,nivel,nivel_predicho,prob_bajo,prob_medio,prob_alto
61,Cancion_Sint_0128,Artista_Bld_0042,Balada pop,AR,sintetico,Balada,4.58,4.4,0,0,18737,190211,10.15,48,6313,0.6475,PE,ES,2,Emergente,Regional,0,0,11,238.2,112.0,0.215,0.1028,2055.44,922.24,2170.77,4091.01,0.0922,0.9388,-12.8084,-110.0,92.4428,-11.6518,11.6661,-5.0,Bajo,Bajo,0.9511416987786371,0.046207033538871845,0.002651267682491118
62,Cancion_Sint_0147,Artista_Bld_0043,Balada pop,MX,sintetico,Balada,4.31,8.1,0,0,1660,26563,16.0,72,530,0.4456,US,SIN_SEGUNDO,1,Emergente,Indie,0,0,8,243.86,74.8,0.1731,0.0618,2113.95,574.99,2401.9,4554.06,0.0847,1.2326,-17.6354,-110.0,92.2553,-5.7883,21.4923,3.2823,Bajo,Bajo,0.979575783635053,0.017233311857471355,0.0031909045074754875
63,Cancion_Sint_0111,Artista_Bld_0016,Balada pop,MX,sintetico,Balada,5.617,9.0,1,1,58927,867391,14.72,59,21472,0.5771,MX,CL,2,Emergente,Regional,0,0,9,270.82,94.0,0.0904,0.0641,1735.19,784.8,2113.35,3587.56,0.0782,1.0425,-19.3943,-204.94,105.0,6.2098,20.241,8.4739,Bajo,Bajo,0.8384331333311636,0.1462226325337477,0.01534423413508858
64,Amor Secreto,Mon Laferte,Balada pop,CL,real,Balada,6.813,13.8,1,1,748873,9273229,12.38,58,488644,0.6272,EC,MX,4,Consagrado,Major,0,0,7,248.45,86.15,0.1136000007390976,0.0395999997854232,1619.49,674.89,2129.52,3419.17,0.0653,1.0946,-19.2583,-174.2713928222656,115.6143035888672,11.46380043029785,30.82159996032715,14.91219997406006,Alto,Alto,0.006445247772166875,0.1278782333306462,0.8656765188971868
65,Nuestro Amor Eterno,Carlos Rivera,Balada pop,MX,real,Balada,6.716,13.1,1,1,1391629,25612291,18.4,54,744488,0.5988,ES,MX,2,Consagrado,Major,0,0,7,339.06,89.1,0.1702000051736832,0.0898000001907348,1922.59,764.53,2431.97,4396.4,0.067,1.0984,-15.1634,-156.9391021728516,93.67169952392578,18.16069984436035,18.62590026855469,7.717100143432617,Medio,Medio,0.25466158376482334,0.6591136806183296,0.08622473561684701
66,Cancion_Sint_0142,Artista_Bld_0041,Balada pop,AR,sintetico,Balada,5.21,4.6,1,1,42686,247110,5.79,24,14135,0.5077,AR,SIN_SEGUNDO,1,Emergente,Major,1,1,1,276.5,118.6,0.1417,0.0678,1309.56,546.51,1923.09,2758.24,0.0524,0.9738,-17.4176,-149.1749,105.0,3.7961,26.3615,4.6644,Bajo,Bajo,0.9236771613728085,0.06546210280884632,0.010860735818345091
67,Corazón Sin Cara,Prince Royce,Balada/bachata,US,real,Balada,7.272,15.3,1,1,1015344,11572032,11.4,87,417120,0.632,MX,US,6,Consagrado,Major,0,0,3,212.74,129.2,0.1247000023722649,0.0469999983906745,1460.11,595.48,1795.78,3060.61,0.0599,1.4027,-19.3,-185.3020935058594,130.4488983154297,-8.214400291442871,39.05289840698242,-4.088799953460693,Alto,Alto,0.004597732618162544,0.07455517648864297,0.9208470908931946
68,Cancion_Sint_0055,Artista_Bld_0022,Balada folk,MX,sintetico,Balada,5.778,5.2,1,1,116182,3483690,29.98,63,74169,0.5148,DO,MX,4,Emergente,Regional,0,0,5,257.87,124.7,0.1769,0.0999,2087.92,955.03,2485.96,4653.36,0.0752,0.9778,-16.1357,-138.1665,89.0993,18.8885,24.6641,15.8098,Medio,Medio,0.08008201628068047,0.8334967939231335,0.08642118979618618
69,Princesa,Chino & Nacho,Balada pop,VE,real,Balada,5.863,17.3,1,1,88310,2129789,24.12,67,40558,0.6209,MX,US,3,Establecido,Indie,0,0,5,225.98,117.5,0.2186000049114227,0.0741000026464462,2255.51,695.96,2526.59,4943.44,0.0972,1.2982,-13.943,-51.81660079956055,93.42839813232422,3.348999977111816,18.70289993286133,8.993200302124023,Alto,Medio,0.1707667802035245,0.5165788617901366,0.3126543580063389
70,Cancion_Sint_0126,Artista_Bld_0037,Balada pop,ES,sintetico,Balada,4.107,4.0,1,1,226,1796,7.95,61,82,0.3004,MX,ES,2,Emergente,Major,0,0,10,249.16,96.7,0.1299,0.0611,1846.77,686.76,2209.16,3977.69,0.0702,0.9667,-18.3429,-188.814,96.8087,10.9841,24.4987,-1.3472,Bajo,Bajo,0.8556545377034936,0.13215075092815848,0.012194711368347894
71,Cristina,Sebastián Yatra,Balada pop,CO,real,Balada,6.778,17.3,1,1,859634,14955744,17.4,79,229897,0.8208,CO,MX,5,Consagrado,Major,0,0,3,322.53,86.1,0.2053000032901764,0.1150999963283539,2403.35,1035.91,2462.36,5247.04,0.1101,0.9761,-13.3421,-79.76599884033203,91.9010009765625,2.304399967193604,11.7544002532959,5.18120002746582,Alto,Alto,0.007701040064334497,0.10274564256364797,0.8895533173720176
72,Espacio Sideral,Jesse & Joy,Balada pop,MX,real,Balada,7.17,17.1,0,0,1812905,38659261,21.32,54,683047,0.8292,US,CO,4,Consagrado,Major,0,0,2,222.93,89.1,0.0864000022411346,0.0294000003486871,2539.18,622.03,2525.9,5321.25,0.1087,1.0749,-22.2047,-144.5343933105469,71.19309997558594,-2.267299890518188,41.76810073852539,5.716300010681152,Medio,Medio,0.0228725760958414,0.6884932978595423,0.2886341260446164
73,Cancion_Sint_0081,David Bisbal,Balada pop,ES,sintetico,Balada,6.057,18.5,1,1,116844,1646493,14.09,52,59510,0.631,MX,SIN_SEGUNDO,1,Consagrado,Major,1,1,2,247.94,108.2,0.0595,0.0417,2330.27,717.41,2473.9,4935.13,0.0973,1.1365,-20.9773,-162.681,85.5672,-3.4806,25.1106,4.1489,Bajo,Bajo,0.6987367721486212,0.2550145154099848,0.046248712441394106
74,Cancion_Sint_0156,Artista_Bld_0058,Balada pop,CO,sintetico,Balada,5.455,5.3,0,0,41049,445068,10.84,42,14025,0.6186,CO,US,3,Emergente,Major,0,0,6,280.99,90.2,0.2,0.0664,2147.25,529.5,2384.19,4352.85,0.1014,1.0666,-12.7654,-110.0,105.0,-15.0,18.1272,10.7061,Bajo,Bajo,0.8202689604086921,0.1481129089738461,0.031618130617461875
75,Cancion_Sint_0069,Artista_Bld_0015,Balada pop,MX,sintetico,Balada,5.498,11.8,1,1,105955,1651221,15.58,63,48667,0.5999,US,EC,3,Establecido,Major,0,0,10,243.9,95.8,0.0539,0.02,1714.73,738.74,2110.67,3513.2,0.0708,0.8551,-22.9075,-220.0,105.0,4.8144,29.4861,6.442,Medio,Medio,0.06568817333776009,0.8863015917303071,0.0480102349319329
76,Cancion_Sint_0008,Alejandro Sanz,Balada pop,ES,sintetico,Balada,6.258,19.0,1,1,635681,15874677,24.97,40,392016,0.7618,EC,MX,4,Consagrado,Indie,0,0,9,206.89,87.2,0.2402,0.1117,1984.66,833.28,2348.19,4381.81,0.0755,1.0381,-10.5637,-110.0,97.0164,11.6763,24.123,9.6484,Alto,Alto,0.005380039103972019,0.06957080960335181,0.9250491512926762
77,De Vuelta y Vuelta,Carlos Rivera,Balada pop,MX,real,Balada,6.716,13.1,1,1,1391629,25612291,18.4,54,744488,0.5988,US,MX,3,Consagrado,Major,0,0,11,218.24,86.1,0.0864999964833259,0.0562000013887882,1633.76,947.14,1947.2,3338.59,0.0715,0.9413,-20.2592,-210.3675994873047,121.8371963500977,6.191299915313721,14.71440029144287,1.483100056648254,Medio,Medio,0.019644209604569064,0.8444642362653371,0.1358915541300939
78,Nuestro Amor,Fonseca,Balada pop,CO,real,Balada,6.19,18.0,0,0,44249,384306,8.69,61,25553,0.5034,CO,SIN_SEGUNDO,1,Consagrado,Major,0,0,11,189.34,92.3,0.198500007390976,0.0912000015377998,1467.36,855.4,1951.06,2981.08,0.054,1.097,-14.7095,-149.5476989746094,118.2482986450195,11.40470027923584,22.79310035705566,10.51560020446777,Bajo,Bajo,0.7996937930581163,0.13630392497064484,0.06400228197123896
79,Llorar,Jesse & Joy,Balada pop,MX,real,Balada,7.17,17.1,0,1,1812905,38659261,21.32,54,683047,0.8292,US,VE,7,Consagrado,Major,0,0,1,300.4,112.3,0.1098999977111816,0.0754000023007392,2316.15,1063.38,2380.25,4851.04,0.1056,0.9155,-18.4146,-161.8231048583984,85.93800354003906,-8.499300003051758,15.76500034332275,10.53299999237061,Alto,Alto,0.012447228969612723,0.13359084468797272,0.8539619263424146
80,Cancion_Sint_0071,Artista_Bld_0042,Balada pop,AR,sintetico,Balada,4.58,4.4,0,0,18737,190211,10.15,48,6313,0.6475,CO,AR,4,Emergente,Regional,0,0,3,245.13,104.2,0.2401,0.0924,1713.45,749.57,2004.03,3545.95,0.0669,1.2464,-14.298,-110.0,105.0,6.293,25.8856,7.4067,Medio,Medio,0.2811785992019477,0.6656561718175942,0.05316522898045811
81,Inevitable,Ha*Ash,Balada pop,MX,real,Balada,6.528,17.2,1,1,702597,8359323,11.9,46,158240,0.5887,MX,SIN_SEGUNDO,1,Consagrado,Major,0,0,8,247.36,99.4,0.1013000011444092,0.0559000000357627,2297.69,804.35,2497.81,4904.14,0.0974,1.3879,-20.7949,-155.7393035888672,84.4916000366211,3.828900098800659,35.05279922485352,13.91950035095215,Medio,Bajo,0.48712621469192907,0.39738372143728407,0.11549006387078677
82,Que Me Faltas Tú,Sin Bandera,Balada pop,MX,real,Balada,4.611,17.0,0,0,9899,137713,13.91,81,6440,0.4312,US,MX,2,Establecido,Major,0,0,10,186.64,60.1,0.1835999935865402,0.0623000003397464,1993.66,884.95,2273.78,4324.89,0.0774,0.9853,-16.0952,-105.9965972900391,102.657096862793,3.125999927520752,37.21829986572266,12.33979988098145,Bajo,Bajo,0.8579421751232327,0.12897886578621395,0.013078959090553406
83,Cancion_Sint_0007,Kany García,Balada pop,PR,sintetico,Balada,6.104,17.7,1,1,140460,1724273,12.28,77,70631,0.5073,CO,PE,4,Consagrado,Major,1,1,1,245.16,97.1,0.1896,0.088,2564.13,1000.94,2599.7,5594.84,0.1151,1.0224,-13.7963,-110.0,74.2379,6.0245,21.7921,6.8142,Alto,Alto,0.01348379881880199,0.15513762798533837,0.8313785731958596
84,Bendecido,Fonseca,Balada pop,CO,real,Balada,6.19,18.0,0,0,44249,384306,8.69,61,25553,0.5034,CO,US,2,Consagrado,Major,0,0,7,313.56,76.0,0.2046000063419342,0.1306000053882599,2404.64,1180.0,2291.4,4756.72,0.1183,1.5609,-17.4789,-90.13510131835938,89.94660186767578,-18.92340087890625,9.539600372314451,-0.94760000705719,Bajo,Bajo,0.8319947049151459,0.10885191707967677,0.059153378005177414
85,Cancion_Sint_0144,Artista_Bld_0050,Balada pop,ES,sintetico,Balada,5.182,7.2,0,0,4998,60816,12.17,62,2804,0.5725,ES,SIN_SEGUNDO,1,Emergente,Indie,0,0,5,193.08,95.1,0.2448,0.109,2656.63,923.48,2707.74,5681.89,0.1143,0.9691,-12.1267,-110.0,75.0398,-1.179,14.742,6.1576,Bajo,Bajo,0.9828998269697462,0.014629107210818918,0.0024710658194348613
86,Cancion_Sint_0089,Ricardo Montaner,Balada pop,VE,sintetico,Balada,5.459,17.2,0,1,33798,512353,15.16,92,22394,0.4299,US,MX,2,Establecido,Major,1,1,2,180.43,112.3,0.1807,0.12,2279.22,1139.32,2379.29,4662.54,0.1086,1.0725,-15.1402,-138.9376,89.1945,10.8684,7.0825,9.0364,Bajo,Bajo,0.748480571021912,0.21437630015542705,0.03714312882266085
87,Me Enamora,Juanes,Balada rock,CO,real,Balada,6.403,19.3,1,1,436350,5791768,13.27,65,110809,0.6194,ES,CL,3,Consagrado,Major,0,0,11,192.03,95.7,0.2718000113964081,0.1001999974250793,2493.89,813.95,2546.61,5405.95,0.1102,1.2237,-12.3021,-36.67409896850586,74.66719818115234,9.088899612426758,42.00510025024414,7.518599987030029,Alto,Alto,0.04815054872870113,0.2486645653950453,0.7031848858762536
88,Cancion_Sint_0131,Artista_Bld_0036,Balada pop,CO,sintetico,Balada,4.857,8.0,0,0,23558,229957,9.76,57,10739,0.4532,MX,SIN_SEGUNDO,1,Emergente,Major,1,1,8,212.3,128.7,0.1538,0.0823,2268.33,1070.88,2699.67,5406.73,0.0678,0.9927,-20.5707,-173.9072,88.9496,30.6014,22.4496,15.3571,Bajo,Bajo,0.9312511495473014,0.0603380314316653,0.008410819021033324
89,Cancion_Sint_0016,Artista_Bld_0008,Balada pop,ES,sintetico,Balada,7.0,16.5,1,1,934603,9865811,10.56,68,505746,0.8014,MX,CL,5,Consagrado,Indie,0,0,10,202.22,104.9,0.1474,0.0481,1559.57,747.77,1889.55,2932.14,0.0713,1.0583,-18.5272,-168.0631,105.0,-1.2989,27.982,10.0529,Alto,Alto,0.010342907764358372,0.07216582191473991,0.9174912703209018
90,No Hay Nadie Más,Sebastián Yatra,Balada pop,CO,real,Balada,6.778,17.3,1,0,859634,14955744,17.4,79,229897,0.8208,MX,VE,4,Consagrado,Major,0,0,1,225.42,103.4,0.0980999991297721,0.0425000004470348,1303.43,1082.68,1691.32,2512.45,0.0491,1.2565,-20.7415,-257.00390625,106.0482025146484,25.77890014648438,28.85210037231445,16.11960029602051,Alto,Alto,0.010480037609970523,0.13743893432015372,0.8520810280698756
91,Cancion_Sint_0065,Artista_Bld_0026,Balada pop,MX,sintetico,Balada,6.238,5.6,0,0,426805,2435585,5.71,41,246513,0.5963,MX,US,2,Establecido,Indie,0,0,6,280.6,100.1,0.04,0.02,2358.54,780.91,2517.52,5017.25,0.1113,0.9241,-23.6182,-208.7456,89.4516,13.8589,40.6315,8.1582,Medio,Medio,0.4009576676277237,0.5480139412395861,0.051028391132690004
92,Cancion_Sint_0161,Artista_Bld_0056,Balada romántica,MX,sintetico,Balada,4.121,2.9,0,0,803,16873,21.01,57,212,0.6183,MX,SIN_SEGUNDO,1,Emergente,Regional,0,0,6,176.87,72.2,0.1835,0.0964,1698.64,958.36,2044.85,3629.35,0.067,0.9984,-14.8283,-152.3975,104.2677,16.6122,18.9369,0.54,Bajo,Bajo,0.968504186510285,0.028847381130292078,0.002648432359422948
93,Toda una Vida,Pablo Alborán,Balada pop,ES,real,Balada,6.616,16.7,0,1,565278,9385990,16.6,58,241959,0.7403,MX,ES,3,Consagrado,Major,0,0,9,257.76,136.0,0.0478000007569789,0.0221999995410442,1986.19,926.17,2425.03,4525.08,0.0682,1.0385,-26.6365,-265.947998046875,97.33740234375,21.98990058898926,29.22669982910156,12.74470043182373,Alto,Alto,0.05035009050670547,0.22917667089430088,0.7204732385989937
94,Espacio,Lasso,Balada pop,VE,real,Balada,6.545,14.1,1,1,369298,3009040,8.15,89,192631,0.6041,US,MX,5,Consagrado,Major,0,0,1,225.42,103.4,0.0980999991297721,0.0425000004470348,1303.43,1082.68,1691.32,2512.45,0.0491,1.2565,-20.7415,-257.00390625,106.0482025146484,25.77890014648438,28.85210037231445,16.11960029602051,Alto,Alto,0.00587311472464552,0.14986908167528942,0.844257803600065
95,Ángel,Sebastián Yatra,Balada pop,CO,real,Balada,6.778,17.3,1,1,859634,14955744,17.4,79,229897,0.8208,PE,CL,3,Consagrado,Major,0,0,9,196.58,80.75,0.2432000041007996,0.1185000017285347,2327.24,935.97,2590.08,5177.91,0.0858,1.2119,-13.6433,-89.8843002319336,84.78050231933594,0.2890999913215637,-3.123699903488159,6.995699882507324,Medio,Medio,0.02783744696160836,0.7171644027915955,0.2549981502467961
96,Aquí Sin Ti,David Bisbal,Balada pop,ES,real,Balada,6.057,18.5,1,1,116844,1646493,14.09,52,59510,0.631,MX,CO,2,Consagrado,Major,0,0,2,208.38,71.8,0.2342000007629395,0.0878999978303909,1871.66,754.29,2307.33,4220.12,0.0615,0.9319,-13.737,-115.9047012329102,90.99970245361328,16.02669906616211,30.52449989318848,12.12489986419678,Alto,Medio,0.24939388090479137,0.4682987120522405,0.2823074070429681
97,El Origen del Mundo,David Bisbal,Balada pop,ES,real,Balada,6.057,18.5,1,1,116844,1646493,14.09,52,59510,0.631,US,MX,3,Consagrado,Major,0,0,6,263.36,136.0,0.0847999975085258,0.0305000003427267,2577.6,813.36,2633.18,5651.71,0.1084,1.0945,-22.8641,-135.6286926269531,78.47840118408203,-0.434799998998642,15.74339962005615,3.852299928665161,Medio,Medio,0.037550795413911375,0.7760955985447251,0.18635360604136353
98,Cancion_Sint_0040,Artista_Bld_0005,Balada pop,MX,sintetico,Balada,7.064,12.9,1,1,311506,1818468,5.84,50,111795,0.7506,MX,VE,3,Consagrado,Major,0,0,11,314.89,96.0,0.1993,0.12,1943.44,1031.97,2289.51,4426.08,0.0726,0.9395,-13.7148,-139.2529,104.3997,15.8285,18.6708,11.0538,Medio,Medio,0.0751616602351297,0.5265323273078089,0.3983060124570615
99,El Amor en los Tiempos del Cólera,Andrés Cepeda,Balada romántica,CO,real,Balada,7.107,14.7,0,1,1901146,13395210,7.05,28,1208963,0.6545,VE,SIN_SEGUNDO,1,Consagrado,Major,0,0,9,207.21,99.4,0.1146999970078468,0.0597999989986419,1482.98,795.38,2008.17,2925.05,0.0569,1.241,-18.6206,-204.6221923828125,121.6679000854492,14.80710029602051,25.68740081787109,6.866099834442139,Medio,Medio,0.23951105438623616,0.7265019346478309,0.033987010965932964
100,Perdón,Ha*Ash,Balada pop,MX,real,Balada,6.528,17.2,1,1,702597,8359323,11.9,46,158240,0.5887,AR,PE,3,Consagrado,Major,0,0,10,219.52,136.0,0.167600005865097,0.0874999985098838,2506.28,725.05,2484.03,5137.45,0.118,0.8791,-15.1845,-82.6937026977539,78.24019622802734,-17.13360023498535,9.10890007019043,-3.5346999168396,Alto,Alto,0.06166593351611279,0.3908145559143304,0.5475195105695568
101,Natural,Mon Laferte,Balada rock,CL,real,Balada,6.813,13.8,0,1,748873,9273229,12.38,58,488644,0.6272,CL,CO,3,Consagrado,Major,0,0,1,120.02,107.7,0.2243999987840652,0.0835999995470047,2519.58,866.21,2775.52,5642.16,0.0862,1.5072,-14.8127,-61.25299835205078,83.10980224609375,15.15779972076416,28.35330009460449,12.74149990081787,Bajo,Bajo,0.35385450006906044,0.33211492512636376,0.3140305748045758
102,Cancion_Sint_0115,Artista_Bld_0019,Balada pop,MX,sintetico,Balada,5.566,8.1,1,1,35416,389929,11.01,90,14187,0.312,MX,ES,2,Establecido,Major,1,1,7,307.79,63.4,0.2609,0.12,1833.2,865.92,2289.08,3926.53,0.0669,0.9919,-12.0229,-110.0,103.1493,12.0212,17.2309,9.5884,Bajo,Bajo,0.6127586271728606,0.35759614895859276,0.029645223868546667
103,Cancion_Sint_0125,Artista_Bld_0049,Balada rock,GT,sintetico,Balada,5.42,8.0,0,1,25629,347781,13.57,44,7742,0.3598,US,AR,2,Emergente,Regional,0,0,1,214.39,80.0,0.1342,0.066,1585.27,1008.82,1978.76,3325.49,0.0625,1.3217,-19.0928,-191.2881,105.0,4.9535,20.0874,8.0379,Bajo,Bajo,0.9472391528202285,0.044333412754836425,0.00842743442493507
104,Yo Quisiera,Reik,Balada pop,MX,real,Balada,6.338,18.5,1,1,266722,2589309,9.71,69,69087,0.7752,MX,CO,4,Consagrado,Major,0,0,10,215.06,76.0,0.1307999938726425,0.0494999997317791,2442.06,1001.12,2665.93,5491.15,0.0995,1.5195,-18.5787,-117.4530029296875,88.33419799804688,14.56029987335205,17.62129974365234,14.40260028839111,Alto,Alto,0.02162096094177049,0.11286030507601275,0.8655187339822168
105,Cancion_Sint_0006,El Canto del Loco,Balada pop,ES,sintetico,Balada,5.778,16.8,1,1,73290,718238,9.8,76,31313,0.3317,US,MX,3,Consagrado,Indie,0,0,6,158.31,91.3,0.1263,0.0953,1967.89,999.13,2341.52,4260.45,0.0825,0.876,-15.4948,-173.6482,104.4425,14.7095,15.268,7.5968,Alto,Medio,0.13796418821654008,0.4446172190855629,0.41741859269789716
106,Traicionera,Sebastián Yatra,Balada pop,CO,real,Balada,6.778,17.3,1,1,859634,14955744,17.4,79,229897,0.8208,ES,MX,4,Consagrado,Major,0,0,7,241.12,92.3,0.2005999982357025,0.1162000000476837,2684.29,1073.7,2611.54,5734.46,0.1147,1.2704,-14.4991,-96.76399993896484,70.00920104980469,-0.8068000078201294,2.749099969863892,-0.1022000014781952,Alto,Alto,0.00981346249471027,0.3347305997234042,0.6554559377818855
107,Cancion_Sint_0056,Artista_Bld_0015,Balada pop,MX,sintetico,Balada,5.498,11.8,1,1,105955,1651221,15.58,63,48667,0.5999,PE,MX,5,Establecido,Major,0,0,6,225.07,101.2,0.2056,0.1047,2714.37,854.03,2703.26,6011.41,0.1167,1.2094,-15.779,-110.0,68.3947,-1.7171,5.0,-3.3154,Medio,Medio,0.011700703042541727,0.8473575547323202,0.14094174222513808
108,Cancion_Sint_0058,Artista_Bld_0027,Balada folk,MX,sintetico,Balada,5.732,11.6,0,1,63393,573550,9.05,53,40911,0.609,MX,AR,2,Emergente,Indie,1,1,7,283.85,71.3,0.1287,0.0638,2850.58,903.92,2794.77,6245.06,0.1286,1.229,-17.815,-110.0,78.0886,-2.9924,13.0791,-0.8966,Medio,Bajo,0.5397921689171775,0.44260312265574114,0.017604708427081384
109,Incompatibles,Pablo Alborán,Balada pop,ES,real,Balada,6.616,16.7,1,1,565278,9385990,16.6,58,241959,0.7403,AR,CO,5,Consagrado,Major,0,0,6,252.45,80.75,0.0608000010251998,0.0282000005245208,2027.57,706.95,2319.6,4302.28,0.0864,1.0965,-24.3595,-212.4268035888672,92.62429809570312,6.135300159454346,32.31520080566406,5.01609992980957,Alto,Alto,0.007416097587344972,0.05991563338399368,0.9326682690286614
110,Si No Te Hubieras Ido,Marco Antonio Solís,Balada romántica,MX,real,Balada,6.017,17.5,1,1,37251,531346,14.26,64,16636,0.4115,MX,ES,5,Consagrado,Major,1,1,12,397.9,95.7,0.0746999979019165,0.0232999995350837,2132.31,649.64,2216.59,4463.57,0.1039,0.9831,-22.8861,-147.2173004150391,99.08830261230467,-10.52610015869141,40.00099945068359,0.3325000107288361,Alto,Alto,0.037147840207006115,0.16127880467840783,0.801573355114586
111,Movimiento,Jorge Drexler,Balada pop,UY,real,Balada,4.657,11.5,0,1,1052,8970,8.53,67,702,0.6745,ES,PE,2,Emergente,Regional,0,0,11,267.1,123.0,0.1289000064134598,0.1000000014901161,1443.5,874.4,1900.95,2913.07,0.0575,1.0927,-16.8545,-207.6614074707031,123.0270004272461,27.61590003967285,11.26010036468506,-0.4266000092029572,Medio,Medio,0.4020679134617884,0.5898524469977626,0.008079639540448942
112,Cancion_Sint_0141,Artista_Bld_0049,Balada rock,GT,sintetico,Balada,5.42,8.0,0,1,25629,347781,13.57,44,7742,0.3598,ES,SIN_SEGUNDO,1,Emergente,Regional,0,0,1,223.86,104.7,0.2977,0.12,1762.75,952.81,2311.93,4040.35,0.0493,1.2472,-10.0,-110.0,105.0,20.973,19.097,12.0851,Bajo,Bajo,0.9537072714410815,0.0410631026800934,0.005229625878825073
113,La Venia Bendita,Marco Antonio Solís,Balada romántica,MX,real,Balada,6.017,17.5,1,1,37251,531346,14.26,64,16636,0.4115,ES,MX,3,Consagrado,Major,0,0,12,194.3,76.0,0.1098000034689903,0.033900000154972,1699.7,552.63,2074.39,3422.14,0.0702,1.1641,-19.8795,-169.5628967285156,116.2114028930664,-2.50600004196167,19.98769950866699,9.568699836730955,Alto,Alto,0.10346742415803846,0.35037247851775094,0.5461600973242106
114,Cásate Conmigo,Andrés Cepeda,Balada pop,CO,real,Balada,7.107,14.7,1,1,1901146,13395210,7.05,28,1208963,0.6545,MX,DO,6,Consagrado,Major,0,0,9,257.18,123.0,0.2090000063180923,0.1234000027179718,2541.33,923.05,2583.22,5608.31,0.1023,1.0977,-14.3055,-104.1539993286133,67.74870300292969,0.153099998831749,16.12210083007812,6.663899898529053,Alto,Alto,0.0065339451523945945,0.07103009389812112,0.9224359609494843
115,Cancion_Sint_0024,Enrique Iglesias,Balada pop,ES,sintetico,Balada,6.632,14.3,1,0,252535,3573946,14.15,48,76686,0.5444,ES,AR,4,Consagrado,Major,0,0,5,276.14,60.1,0.2172,0.1182,1519.85,848.03,2144.38,3384.47,0.0472,0.8124,-13.9832,-149.8541,105.0,19.7478,27.4615,9.5358,Medio,Medio,0.010540065327750137,0.8065913704855733,0.18286856418667663
116,Quizás,Ha*Ash,Balada pop,MX,real,Balada,6.528,17.2,1,1,702597,8359323,11.9,46,158240,0.5887,EC,MX,5,Consagrado,Major,0,0,5,225.37,129.2,0.18019999563694,0.1031000018119812,2479.76,1041.8,2575.86,5262.84,0.1094,1.0329,-14.7552,-94.54740142822266,86.64469909667969,8.214799880981445,18.70350074768066,1.60889995098114,Alto,Alto,0.006065243607665772,0.10884167782262567,0.8850930785697084
117,Ahora Que Te Vas,Pablo Alborán,Balada pop,ES,real,Balada,6.616,16.7,0,1,565278,9385990,16.6,58,241959,0.7403,MX,ES,2,Consagrado,Major,0,0,5,256.02,71.8,0.1084000021219254,0.0557000003755092,2365.91,903.54,2465.87,5025.35,0.1036,0.9164,-19.2788,-141.3654937744141,84.197998046875,4.777599811553955,32.63119888305664,6.057400226593018,Bajo,Bajo,0.531792329977269,0.3516653374403754,0.11654233258235562
118,Cancion_Sint_0059,Artista_Bld_0011,Balada pop,CO,sintetico,Balada,6.093,9.9,0,1,208772,4538932,21.74,58,101439,0.6719,CO,US,2,Establecido,Indie,0,0,5,212.52,76.9,0.1592,0.066,2106.93,680.44,2589.47,5050.37,0.0628,1.0519,-18.7307,-152.9518,87.6623,27.2472,27.7605,8.5017,Medio,Medio,0.39805818362467327,0.5349165779138975,0.06702523846142937
119,Ya No Vuelvo a Buscar,Beret,Balada pop,ES,real,Balada,6.636,10.1,1,1,357213,7288018,20.4,56,240814,0.4742,AR,US,4,Consagrado,Major,0,0,9,240.51,76.0,0.1875,0.1089000031352043,1988.23,1041.41,2256.94,4357.53,0.0782,0.903,-14.307,-128.4141998291016,105.5549011230469,16.71059989929199,6.705100059509277,-1.500599980354309,Alto,Alto,0.010140091165969341,0.32189306604405765,0.667966842789973
